,소비자물가지수,기대인플레이션율,생산자물가지수,국내공급물가지수,수입물가지수,전산업생산지수,경기종합지수,제조업 평균가동률,생산지수-총지수,생산자제품 출하지수-총지수,생산자제품 재고지수-총지수,물가수준전망,경제심리지수,경제활동인구,실업률,경제활동참가율,예금은행대출금,M1상품별구성내역,주택담보대출,무담보콜금리,국고채금리(1년),국고채금리(10년),"회사채(3년,AA-)","회사채(3년,BBB-)",주택담보대출 연리,환율-원/미국달러,수입금액지수,수입물량지수,순상품교역조건지수,소득교역조건지수,주택매매가격지수,아파트 매매 가격지수,KOSPI 시가총액,미국 소비자물가지수,중국 생산자물가지수,미국 생산자물가지수,한국은행 기준금리,추계인구,남성 인구,여성 인구,고령 인구 비율(65세 이상),합계출산율,Wage,전체 산업,"농업, 임업 및 어업(01~03)",광업(05~08),제조업(10~34),"전기, 가스, 증기 및 공기조절 공급업(35)","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",건설업(41~42),도매 및 소매업(45~47),운수 및 창고업(49~52),숙박 및 음식점업(55~56),정보통신업(58~63),금융 및 보험업(64~66),부동산업(68),"전문, 과학 및 기술 서비스업(70~73)","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",교육 서비스업(85),"예술, 스포츠 및 여가관련 서비스업(90~91)"
2031-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693212.75,383188.28125,658580032.0,39421160.0,5473346.0,237445104.0,83296240.0,101749912.0,2716732.75,51787356.0,84825496.0,4703066.0,65114336.0,29396972.0,24520752.0,11220384.0
2031-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713877.625,389559.03125,658788992.0,39740604.0,5436888.5,243772464.0,82932856.0,100584752.0,2664887.5,51706040.0,86813320.0,4666696.0,66121364.0,29603666.0,24429972.0,11021806.0
2031-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706243.375,390794.75,648964864.0,39845716.0,5377796.5,248783072.0,82110272.0,98629160.0,2579634.0,51304428.0,88095016.0,4602422.5,66451552.0,29586722.0,24183336.0,10738039.0
2031-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710081.125,393877.6875,643974976.0,40026648.0,5333238.0,255225200.0,81497312.0,97424528.0,2506011.5,50903828.0,89314240.0,4572616.0,66759200.0,29774376.0,24005346.0,10586402.0
2031-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699913.5,393865.1875,635194880.0,40082244.0,5303227.0,259834000.0,80635968.0,96103576.0,2426754.25,50305904.0,89929000.0,4536981.5,66423188.0,29853232.0,23792218.0,10374264.0
2031-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687793.25,393779.875,627369728.0,40068188.0,5290202.5,263362944.0,79720088.0,95140704.0,2352893.75,49548796.0,89894120.0,4521020.0,65887860.0,29880868.0,23539212.0,10223955.0
2031-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665602.375,393271.0,616168640.0,39910232.0,5262786.0,265122752.0,78619296.0,94353104.0,2278446.5,48783088.0,89263248.0,4495777.5,65111484.0,29815908.0,23295668.0,10096168.0
2031-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637882.25,391539.90625,608461312.0,39639180.0,5231079.5,263952304.0,77812320.0,93804392.0,2216879.25,47861228.0,87929336.0,4475325.5,64092220.0,29673780.0,23056184.0,9992536.0
2031-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602697.875,388638.25,599325952.0,39342052.0,5219526.0,261112976.0,77008520.0,93624912.0,2163134.5,47024140.0,86240792.0,4461402.0,62773492.0,29482046.0,22861394.0,9936012.0
2031-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566910.5,383774.375,586810880.0,38903428.0,5205617.5,255473360.0,76152640.0,93539320.0,2126271.25,46195068.0,84014200.0,4450462.0,61377740.0,29248472.0,22650598.0,9926178.0
2031-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525206.75,379888.96875,577988224.0,38482976.0,5222302.5,247936944.0,75496112.0,93610208.0,2094867.625,45488516.0,81571488.0,4437302.5,59808496.0,29087976.0,22508790.0,9902022.0
2032-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475335.0,376738.03125,574743296.0,37866152.0,5199574.5,238036576.0,74919320.0,94305392.0,2060765.125,44716928.0,78616232.0,4394158.5,58472304.0,28670104.0,22397704.0,9893427.0
2032-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439280.75,371645.53125,566955264.0,37438580.0,5223077.0,226915536.0,74866312.0,94955400.0,2069097.0,44416880.0,75956664.0,4387501.5,57395524.0,28443702.0,22406134.0,9950375.0
2032-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416914.5,370072.125,567726144.0,37044840.0,5240514.5,216751552.0,74970416.0,95998840.0,2089621.875,44292684.0,73537840.0,4409398.0,56110084.0,28229154.0,22452140.0,10045450.0
2032-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375479.875,366470.96875,570710784.0,36740220.0,5248686.5,207243536.0,75402648.0,97435792.0,2094820.625,44426620.0,71730952.0,4370758.0,55421860.0,27977176.0,22585142.0,10068154.0
2032-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349883.375,364530.40625,570358912.0,36579504.0,5282603.5,199003888.0,75997448.0,98669152.0,2132445.5,44696972.0,70008856.0,4376472.5,54945208.0,28007872.0,22796344.0,10183503.0
2032-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317763.125,361965.1875,575301568.0,36335796.0,5264240.0,191360816.0,76606032.0,99670880.0,2146854.75,45078528.0,68617576.0,4358861.0,54484364.0,27750558.0,22898010.0,10275393.0
2032-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297205.75,358830.4375,574913792.0,36076076.0,5260660.0,184596864.0,76932704.0,100254824.0,2176081.0,45346300.0,67305512.0,4347862.0,54097996.0,27583490.0,22993036.0,10397450.0
2032-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278891.0,358028.625,579759360.0,36108532.0,5247190.5,181595344.0,77597360.0,100801536.0,2200854.0,45881112.0,67063352.0,4314270.0,54284724.0,27555748.0,23163612.0,10456910.0
2032-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268880.375,357000.625,586581824.0,36146648.0,5231679.0,180253776.0,78413264.0,101302480.0,2222175.25,46570124.0,67336320.0,4289974.5,54665876.0,27529272.0,23375350.0,10580195.0
2032-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255836.5,352003.25,586183808.0,36298276.0,5206808.0,180571008.0,79201344.0,101494280.0,2239242.5,47257800.0,68122568.0,4277171.5,55029948.0,27580004.0,23469706.0,10642472.0
2032-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251227.25,350247.6875,586963968.0,36504488.0,5174036.5,182846336.0,79643416.0,101262400.0,2244627.75,47798528.0,69183512.0,4247343.5,55645164.0,27665380.0,23614692.0,10699259.0
2032-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243789.25,347259.875,595714688.0,36724248.0,5102625.5,188458064.0,80097392.0,100780872.0,2235231.0,48444272.0,70317304.0,4199201.5,56187848.0,27713106.0,23660120.0,10750100.0
2033-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233250.125,344713.59375,595570176.0,36778264.0,5022648.5,193815712.0,80181216.0,99849072.0,2213568.75,48708132.0,71652664.0,4161527.75,56713676.0,27671866.0,23530348.0,10723122.0
2033-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226841.5,342609.75,599932544.0,36984044.0,4934792.5,201771200.0,80222376.0,98726960.0,2186426.5,48995256.0,73638408.0,4104795.0,57122380.0,27664296.0,23361832.0,10648389.0
2033-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210254.5,335783.8125,604116352.0,36923708.0,4794979.5,212583200.0,80034440.0,97547912.0,2127508.25,48893068.0,75288568.0,4030459.75,57352488.0,27517128.0,23109906.0,10558666.0
2033-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190449.25,334206.09375,596206208.0,36711868.0,4658536.5,219843968.0,79152224.0,95466824.0,2072511.25,48490008.0,76440088.0,3945419.75,57247128.0,27248710.0,22655860.0,10379646.0
2033-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184274.375,334363.0625,597261568.0,36648828.0,4534544.5,231547856.0,78792656.0,93982568.0,2021708.0,48162100.0,78021680.0,3897797.0,57056860.0,27015704.0,22300618.0,10275018.0
2033-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162492.125,333292.1875,600300800.0,36360968.0,4395270.0,243574336.0,77930752.0,93014040.0,1944185.125,47687920.0,79204168.0,3808190.75,56929936.0,26785736.0,21826828.0,10088024.0
2033-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148526.25,332685.40625,595914944.0,36185168.0,4254258.0,254685392.0,77151392.0,91223696.0,1880198.375,47036876.0,80364552.0,3733419.25,56697620.0,26415820.0,21276876.0,9917438.0
2033-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144984.375,334933.875,599562304.0,35918692.0,4126273.5,265933968.0,76419176.0,90576904.0,1830377.125,46280940.0,81193696.0,3684789.0,56369444.0,26132598.0,20777332.0,9752500.0
2033-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120457.125,334128.8125,598315776.0,35337776.0,3990216.75,275274112.0,75184848.0,89363816.0,1748100.5,45343256.0,81468576.0,3585027.75,55994776.0,25677640.0,20175962.0,9497958.0
2033-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108918.0,333635.1875,597645056.0,34891904.0,3874436.75,285134944.0,74487688.0,88704048.0,1694153.75,44384784.0,81356904.0,3540775.0,55163760.0,25213488.0,19576664.0,9316410.0
2033-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112406.125,336797.5625,596292672.0,34263552.0,3832860.75,292075648.0,73306736.0,88202672.0,1667832.625,43321616.0,81253256.0,3522490.25,54684020.0,24729318.0,19070406.0,9125598.0
2033-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142058.75,347870.40625,591654528.0,33801420.0,3891061.5,295809440.0,72106376.0,88068784.0,1675379.625,42426804.0,80195488.0,3557664.25,54918860.0,24455560.0,18841150.0,9092236.0
2034-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139003.75,355516.53125,552545536.0,32385350.0,3785741.0,288859776.0,68599832.0,84486552.0,1658612.375,39970760.0,77274832.0,3516983.25,53224864.0,23448176.0,17834514.0,8774388.0
